,t,U1,I,T1,time
946,1710864263.0,4.2,0.322,298.50365405273436,2024-03-19 16:04:23
947,1710864268.0,4.2,0.32,298.44515185546874,2024-03-19 16:04:28
948,1710864272.0,4.2,0.318,298.4399638671875,2024-03-19 16:04:32
949,1710864277.0,4.2,0.316,298.4869914550781,2024-03-19 16:04:37
950,1710864284.0,4.2,0.314,298.4107280273437,2024-03-19 16:04:44
951,1710864287.0,4.2,0.312,298.48070483398436,2024-03-19 16:04:47
952,1710864294.0,4.2,0.31,298.4243388671875,2024-03-19 16:04:54
953,1710864298.0,4.2,0.308,298.5266337890625,2024-03-19 16:04:58
954,1710864303.0,4.2,0.305,298.491111328125,2024-03-19 16:05:03
955,1710864308.0,4.2,0.303,298.5088725585937,2024-03-19 16:05:08
956,1710864315.0,4.2,0.301,298.4629436035156,2024-03-19 16:05:15
957,1710864320.0,4.2,0.299,298.4003215332031,2024-03-19 16:05:20
958,1710864324.0,4.2,0.297,298.5088725585937,2024-03-19 16:05:24
959,1710864329.0,4.2,0.295,298.4399638671875,2024-03-19 16:05:29
960,1710864338.0,4.2,0.293,298.4869914550781,2024-03-19 16:05:38
961,1710864342.0,4.2,0.291,298.4358439941406,2024-03-19 16:05:42
962,1710864349.0,4.2,0.289,298.46401171875,2024-03-19 16:05:49
963,1710864352.0,4.2,0.287,298.53292041015624,2024-03-19 16:05:52
964,1710864357.0,4.2,0.285,298.48177294921874,2024-03-19 16:05:57
965,1710864363.0,4.2,0.283,298.436912109375,2024-03-19 16:06:03
966,1710864370.0,4.2,0.28,298.47765307617186,2024-03-19 16:06:10
967,1710864372.0,4.2,0.278,298.47655444335936,2024-03-19 16:06:12
968,1710864381.0,4.2,0.276,298.475486328125,2024-03-19 16:06:21
969,1710864386.0,4.2,0.274,298.4984660644531,2024-03-19 16:06:26
970,1710864393.0,4.2,0.272,298.45772509765624,2024-03-19 16:06:33
971,1710864400.0,4.2,0.27,298.4702983398437,2024-03-19 16:06:40
972,1710864404.0,4.2,0.268,298.4087443847656,2024-03-19 16:06:44
973,1710864410.0,4.2,0.266,298.4954143066406,2024-03-19 16:06:50
974,1710864416.0,4.2,0.264,298.42650561523436,2024-03-19 16:06:56
975,1710864420.0,4.2,0.262,298.45577197265624,2024-03-19 16:07:00
976,1710864429.0,4.2,0.26,298.51729541015624,2024-03-19 16:07:09
977,1710864434.0,4.2,0.258,298.4128642578125,2024-03-19 16:07:14
978,1710864441.0,4.2,0.256,298.3565288085937,2024-03-19 16:07:21
979,1710864447.0,4.2,0.254,298.44210009765624,2024-03-19 16:07:27
980,1710864452.0,4.2,0.252,298.4598918457031,2024-03-19 16:07:32
981,1710864458.0,4.2,0.249,298.46401171875,2024-03-19 16:07:38
982,1710864466.0,4.2,0.247,298.4243388671875,2024-03-19 16:07:46
983,1710864472.0,4.2,0.245,298.4358439941406,2024-03-19 16:07:52
984,1710864479.0,4.2,0.243,298.41915087890624,2024-03-19 16:07:59
985,1710864486.0,4.2,0.241,298.48912768554686,2024-03-19 16:08:06
986,1710864490.0,4.2,0.239,298.48912768554686,2024-03-19 16:08:10
987,1710864498.0,4.2,0.237,298.4514384765625,2024-03-19 16:08:18
988,1710864505.0,4.2,0.235,298.4003215332031,2024-03-19 16:08:25
989,1710864512.0,4.2,0.233,298.4514384765625,2024-03-19 16:08:32
990,1710864517.0,4.2,0.23,298.4284892578125,2024-03-19 16:08:37
991,1710864526.0,4.2,0.228,298.46401171875,2024-03-19 16:08:46
992,1710864532.0,4.2,0.226,298.39098315429686,2024-03-19 16:08:52
993,1710864540.0,4.2,0.224,298.4598918457031,2024-03-19 16:09:00
994,1710864549.0,4.2,0.222,298.44210009765624,2024-03-19 16:09:09
995,1710864556.0,4.2,0.22,298.44103198242186,2024-03-19 16:09:16
996,1710864559.0,4.2,0.218,298.44625048828124,2024-03-19 16:09:19
997,1710864572.0,4.2,0.216,298.48482470703124,2024-03-19 16:09:32
998,1710864578.0,4.2,0.214,298.4503703613281,2024-03-19 16:09:38
999,1710864586.0,4.2,0.212,298.4274211425781,2024-03-19 16:09:46
1000,1710864588.0,4.2,0.21,298.4336772460937,2024-03-19 16:09:48
1001,1710864600.0,4.2,0.208,298.3355327148437,2024-03-19 16:10:00
1002,1710864608.0,4.2,0.205,298.47335009765624,2024-03-19 16:10:08
1003,1710864618.0,4.2,0.203,298.4274211425781,2024-03-19 16:10:18
1004,1710864621.0,4.2,0.201,298.4503703613281,2024-03-19 16:10:21
1005,1710864633.0,4.2,0.199,298.4670634765625,2024-03-19 16:10:33
1006,1710864639.0,4.2,0.197,298.392966796875,2024-03-19 16:10:39
1007,1710864648.0,4.2,0.195,298.3877482910156,2024-03-19 16:10:48
1008,1710864655.0,4.2,0.193,298.4388957519531,2024-03-19 16:10:55
1009,1710864667.0,4.2,0.191,298.4336772460937,2024-03-19 16:11:07
1010,1710864674.0,4.2,0.189,298.45665698242186,2024-03-19 16:11:14
1011,1710864679.0,4.2,0.187,298.3992229003906,2024-03-19 16:11:19
1012,1710864692.0,4.2,0.185,298.4274211425781,2024-03-19 16:11:32
1013,1710864701.0,4.2,0.182,298.4336772460937,2024-03-19 16:11:41
1014,1710864707.0,4.2,0.18,298.4003215332031,2024-03-19 16:11:47
1015,1710864720.0,4.2,0.178,298.38252978515624,2024-03-19 16:12:00
1016,1710864723.0,4.2,0.176,298.4232707519531,2024-03-19 16:12:03
1017,1710864737.0,4.2,0.174,298.4274211425781,2024-03-19 16:12:17
1018,1710864745.0,4.2,0.172,298.4388957519531,2024-03-19 16:12:25
1019,1710864754.0,4.2,0.17,298.4274211425781,2024-03-19 16:12:34
1020,1710864767.0,4.2,0.168,298.44319873046874,2024-03-19 16:12:47
1021,1710864773.0,4.2,0.166,298.44838671875,2024-03-19 16:12:53
1022,1710864783.0,4.2,0.164,298.45772509765624,2024-03-19 16:13:03
1023,1710864792.0,4.2,0.162,298.35436206054686,2024-03-19 16:13:12
1024,1710864796.0,4.2,0.161,298.4003215332031,2024-03-19 16:13:16
1025,1710864797.0,4.172,-0.644,298.35436206054686,2024-03-19 16:13:17
1026,1710864797.0,4.169,-0.642,298.35436206054686,2024-03-19 16:13:17
1027,1710864798.0,4.167,-0.642,298.38252978515624,2024-03-19 16:13:18
1028,1710864800.0,4.165,-0.642,298.3647685546875,2024-03-19 16:13:20
1029,1710864802.0,4.163,-0.642,298.3355327148437,2024-03-19 16:13:22
1030,1710864805.0,4.16,-0.642,298.34700732421874,2024-03-19 16:13:25
1031,1710864808.0,4.158,-0.642,298.3480754394531,2024-03-19 16:13:28
1032,1710864812.0,4.156,-0.642,298.3951030273437,2024-03-19 16:13:32
1033,1710864816.0,4.154,-0.642,298.4013896484375,2024-03-19 16:13:36
1034,1710864820.0,4.152,-0.642,298.3147197265625,2024-03-19 16:13:40
1035,1710864824.0,4.15,-0.642,298.3376689453125,2024-03-19 16:13:44
1036,1710864829.0,4.148,-0.642,298.38362841796874,2024-03-19 16:13:49
1037,1710864835.0,4.146,-0.642,298.40245776367186,2024-03-19 16:13:55
1038,1710864840.0,4.144,-0.642,298.3794780273437,2024-03-19 16:14:00
1039,1710864846.0,4.142,-0.642,298.3721538085937,2024-03-19 16:14:06
1040,1710864853.0,4.14,-0.642,298.30843310546874,2024-03-19 16:14:13
1041,1710864860.0,4.137,-0.642,298.3366008300781,2024-03-19 16:14:20
1042,1710864868.0,4.135,-0.642,298.3762736816406,2024-03-19 16:14:28
1043,1710864876.0,4.133,-0.642,298.33141284179686,2024-03-19 16:14:36
1044,1710864886.0,4.131,-0.642,298.3742900390625,2024-03-19 16:14:46
1045,1710864896.0,4.129,-0.642,298.37319140625,2024-03-19 16:14:56
1046,1710864905.0,4.127,-0.642,298.3961711425781,2024-03-19 16:15:05
1047,1710864915.0,4.125,-0.642,298.37840991210936,2024-03-19 16:15:15
1048,1710864926.0,4.123,-0.642,298.361716796875,2024-03-19 16:15:26
1049,1710864937.0,4.121,-0.642,298.3972697753906,2024-03-19 16:15:37
1050,1710864949.0,4.119,-0.642,298.40352587890624,2024-03-19 16:15:49
1051,1710864961.0,4.117,-0.642,298.35240893554686,2024-03-19 16:16:01
1052,1710864974.0,4.115,-0.642,298.33248095703124,2024-03-19 16:16:14
1053,1710864989.0,4.112,-0.642,298.286521484375,2024-03-19 16:16:29
1054,1710865006.0,4.11,-0.642,298.4202189941406,2024-03-19 16:16:46
1055,1710865023.0,4.108,-0.642,298.3461223144531,2024-03-19 16:17:03
1056,1710865039.0,4.106,-0.642,298.30843310546874,2024-03-19 16:17:19
1057,1710865056.0,4.104,-0.642,298.3095012207031,2024-03-19 16:17:36
1058,1710865076.0,4.102,-0.642,298.38057666015624,2024-03-19 16:17:56
1059,1710865096.0,4.1,-0.642,298.2980266113281,2024-03-19 16:18:16
1060,1710865119.0,4.098,-0.642,298.38686328125,2024-03-19 16:18:39
1061,1710865142.0,4.096,-0.642,298.323142578125,2024-03-19 16:19:02
1062,1710865163.0,4.094,-0.642,298.35131030273436,2024-03-19 16:19:23
1063,1710865189.0,4.092,-0.642,298.30016284179686,2024-03-19 16:19:49
1064,1710865215.0,4.09,-0.642,298.2980266113281,2024-03-19 16:20:15
1065,1710865243.0,4.088,-0.642,298.35240893554686,2024-03-19 16:20:43
1066,1710865274.0,4.086,-0.642,298.33983569335936,2024-03-19 16:21:14
1067,1710865303.0,4.084,-0.642,298.3064494628906,2024-03-19 16:21:43
1068,1710865337.0,4.082,-0.642,298.2949748535156,2024-03-19 16:22:17
1069,1710865372.0,4.08,-0.642,298.2824016113281,2024-03-19 16:22:52
1070,1710865410.0,4.078,-0.642,298.2657084960937,2024-03-19 16:23:30
1071,1710865450.0,4.076,-0.642,298.32836108398436,2024-03-19 16:24:10
1072,1710865490.0,4.074,-0.642,298.3064494628906,2024-03-19 16:24:50
1073,1710865538.0,4.072,-0.642,298.323142578125,2024-03-19 16:25:38
1074,1710865588.0,4.07,-0.642,298.323142578125,2024-03-19 16:26:28
1075,1710865639.0,4.068,-0.642,298.31166796875,2024-03-19 16:27:19
1076,1710865693.0,4.066,-0.642,298.2824016113281,2024-03-19 16:28:13
1077,1710865752.0,4.064,-0.642,298.2813334960937,2024-03-19 16:29:12
1078,1710865810.0,4.062,-0.642,298.29173999023436,2024-03-19 16:30:10
1079,1710865878.0,4.06,-0.642,298.28026538085936,2024-03-19 16:31:18
1080,1710865946.0,4.058,-0.642,298.286521484375,2024-03-19 16:32:26
1081,1710866016.0,4.056,-0.642,298.323142578125,2024-03-19 16:33:36
1082,1710866092.0,4.054,-0.642,298.259421875,2024-03-19 16:34:52
1083,1710866173.0,4.052,-0.642,298.24059252929686,2024-03-19 16:36:13
1084,1710866248.0,4.05,-0.642,298.2876201171875,2024-03-19 16:37:28
1085,1710866333.0,4.048,-0.642,298.27721362304686,2024-03-19 16:38:53
1086,1710866417.0,4.045,-0.642,298.2834697265625,2024-03-19 16:40:17
1087,1710866512.0,4.043,-0.642,298.2834697265625,2024-03-19 16:41:52
1088,1710866596.0,4.041,-0.642,298.3064494628906,2024-03-19 16:43:16
1089,1710866672.0,4.039,-0.642,298.32421069335936,2024-03-19 16:44:32
1090,1710866748.0,4.037,-0.642,298.32942919921874,2024-03-19 16:45:48
1091,1710866821.0,4.035,-0.642,298.36388354492186,2024-03-19 16:47:01
1092,1710866892.0,4.033,-0.642,298.27828173828124,2024-03-19 16:48:12
1093,1710866963.0,4.031,-0.642,298.380759765625,2024-03-19 16:49:23
1094,1710867027.0,4.029,-0.642,298.34520678710936,2024-03-19 16:50:27
1095,1710867089.0,4.027,-0.642,298.30968432617186,2024-03-19 16:51:29
1096,1710867145.0,4.025,-0.642,298.3567119140625,2024-03-19 16:52:25
1097,1710867207.0,4.023,-0.642,298.4182658691406,2024-03-19 16:53:27
1098,1710867261.0,4.021,-0.642,298.4423137207031,2024-03-19 16:54:21
1099,1710867311.0,4.019,-0.642,298.3796611328125,2024-03-19 16:55:11
1100,1710867356.0,4.017,-0.642,298.3775249023437,2024-03-19 16:55:56
1101,1710867405.0,4.015,-0.642,298.35778002929686,2024-03-19 16:56:45
1102,1710867451.0,4.013,-0.642,298.4674296875,2024-03-19 16:57:31
1103,1710867495.0,4.011,-0.642,298.380759765625,2024-03-19 16:58:15
1104,1710867537.0,4.009,-0.642,298.403708984375,2024-03-19 16:58:57
1105,1710867578.0,4.007,-0.642,298.36299853515624,2024-03-19 16:59:38
1106,1710867618.0,4.005,-0.642,298.4381633300781,2024-03-19 17:00:18
1107,1710867659.0,4.003,-0.642,298.4797893066406,2024-03-19 17:00:59
1108,1710867698.0,4.001,-0.642,298.3775249023437,2024-03-19 17:01:38
1109,1710867741.0,3.999,-0.642,298.42040209960936,2024-03-19 17:02:21
1110,1710867777.0,3.996,-0.642,298.3931193847656,2024-03-19 17:02:57
1111,1710867816.0,3.994,-0.642,298.4098125,2024-03-19 17:03:36
1112,1710867851.0,3.992,-0.642,298.3952861328125,2024-03-19 17:04:11
1113,1710867888.0,3.99,-0.642,298.421287109375,2024-03-19 17:04:48
1114,1710867926.0,3.988,-0.642,298.4338603515625,2024-03-19 17:05:26
1115,1710867960.0,3.986,-0.642,298.38686328125,2024-03-19 17:06:00
1116,1710867995.0,3.984,-0.642,298.39205126953124,2024-03-19 17:06:35
1117,1710868029.0,3.982,-0.642,298.43907885742186,2024-03-19 17:07:09
1118,1710868067.0,3.98,-0.642,298.36388354492186,2024-03-19 17:07:47
1119,1710868100.0,3.978,-0.642,298.4819560546875,2024-03-19 17:08:20
1120,1710868134.0,3.976,-0.642,298.40462451171874,2024-03-19 17:08:54
1121,1710868168.0,3.974,-0.642,298.4808879394531,2024-03-19 17:09:28
1122,1710868200.0,3.972,-0.642,298.46419482421874,2024-03-19 17:10:00
1123,1710868236.0,3.97,-0.642,298.41197924804686,2024-03-19 17:10:36
1124,1710868268.0,3.968,-0.642,298.44966845703124,2024-03-19 17:11:08
1125,1710868300.0,3.966,-0.642,298.4182658691406,2024-03-19 17:11:40
1126,1710868335.0,3.964,-0.642,298.5300517578125,2024-03-19 17:12:15
1127,1710868366.0,3.962,-0.642,298.39940600585936,2024-03-19 17:12:46
1128,1710868399.0,3.96,-0.642,298.4266887207031,2024-03-19 17:13:19
1129,1710868430.0,3.958,-0.642,298.4652629394531,2024-03-19 17:13:50
1130,1710868465.0,3.956,-0.642,298.4152141113281,2024-03-19 17:14:25
1131,1710868497.0,3.954,-0.642,298.4266887207031,2024-03-19 17:14:57
1132,1710868528.0,3.952,-0.642,298.5363078613281,2024-03-19 17:15:28
1133,1710868564.0,3.95,-0.642,298.49559741210936,2024-03-19 17:16:04
1134,1710868595.0,3.949,-0.642,298.38594775390624,2024-03-19 17:16:35
1135,1710868628.0,3.947,-0.642,298.5300517578125,2024-03-19 17:17:08
1136,1710868662.0,3.945,-0.642,298.4266887207031,2024-03-19 17:17:42
1137,1710868694.0,3.943,-0.642,298.4966655273437,2024-03-19 17:18:14
1138,1710868727.0,3.941,-0.642,298.5133586425781,2024-03-19 17:18:47
1139,1710868759.0,3.939,-0.642,298.4988322753906,2024-03-19 17:19:19
1140,1710868794.0,3.936,-0.642,298.48107104492186,2024-03-19 17:19:54
1141,1710868829.0,3.934,-0.642,298.4214702148437,2024-03-19 17:20:29
1142,1710868866.0,3.932,-0.642,298.48842578125,2024-03-19 17:21:06
1143,1710868901.0,3.93,-0.642,298.4487529296875,2024-03-19 17:21:41
1144,1710868932.0,3.928,-0.642,298.50508837890624,2024-03-19 17:22:12
1145,1710868970.0,3.926,-0.642,298.50508837890624,2024-03-19 17:22:50
1146,1710869001.0,3.924,-0.642,298.48107104492186,2024-03-19 17:23:21
1147,1710869038.0,3.922,-0.642,298.48519091796874,2024-03-19 17:23:58
1148,1710869072.0,3.92,-0.642,298.45702319335936,2024-03-19 17:24:32
1149,1710869107.0,3.918,-0.642,298.51549487304686,2024-03-19 17:25:07
1150,1710869144.0,3.916,-0.642,298.4518046875,2024-03-19 17:25:44
1151,1710869182.0,3.914,-0.642,298.48107104492186,2024-03-19 17:26:22
1152,1710869218.0,3.912,-0.642,298.527,2024-03-19 17:26:58
1153,1710869253.0,3.91,-0.642,298.50508837890624,2024-03-19 17:27:33
1154,1710869293.0,3.908,-0.642,298.5573039550781,2024-03-19 17:28:13
1155,1710869329.0,3.906,-0.642,298.50096850585936,2024-03-19 17:28:49
1156,1710869364.0,3.904,-0.642,298.48949389648436,2024-03-19 17:29:24
1157,1710869407.0,3.902,-0.642,298.5354228515625,2024-03-19 17:30:07
1158,1710869445.0,3.9,-0.642,298.47801928710936,2024-03-19 17:30:45
1159,1710869485.0,3.898,-0.642,298.50096850585936,2024-03-19 17:31:25
1160,1710869522.0,3.896,-0.642,298.5239482421875,2024-03-19 17:32:02
1161,1710869562.0,3.894,-0.642,298.5313029785156,2024-03-19 17:32:42
1162,1710869607.0,3.892,-0.642,298.5584025878906,2024-03-19 17:33:27
1163,1710869642.0,3.889,-0.642,298.54601245117186,2024-03-19 17:34:02
1164,1710869685.0,3.887,-0.642,298.53237109375,2024-03-19 17:34:45
1165,1710869722.0,3.885,-0.642,298.5187297363281,2024-03-19 17:35:22
1166,1710869764.0,3.883,-0.642,298.56575732421874,2024-03-19 17:36:04
1167,1710869806.0,3.881,-0.642,298.5553508300781,2024-03-19 17:36:46
1168,1710869847.0,3.879,-0.642,298.53023486328124,2024-03-19 17:37:27
1169,1710869889.0,3.877,-0.642,298.5468974609375,2024-03-19 17:38:09
1170,1710869930.0,3.875,-0.642,298.5072551269531,2024-03-19 17:38:50
1171,1710869974.0,3.873,-0.642,298.598044921875,2024-03-19 17:39:34
1172,1710870018.0,3.871,-0.642,298.48842578125,2024-03-19 17:40:18
1173,1710870056.0,3.869,-0.642,298.6210246582031,2024-03-19 17:40:56
1174,1710870101.0,3.867,-0.642,298.6439738769531,2024-03-19 17:41:41
1175,1710870141.0,3.865,-0.642,298.5363078613281,2024-03-19 17:42:21
1176,1710870185.0,3.863,-0.642,298.51964526367186,2024-03-19 17:43:05
1177,1710870227.0,3.861,-0.642,298.5133586425781,2024-03-19 17:43:47
1178,1710870270.0,3.859,-0.642,298.5415263671875,2024-03-19 17:44:30
1179,1710870318.0,3.857,-0.642,298.51012377929686,2024-03-19 17:45:18
1180,1710870359.0,3.855,-0.642,298.5530009765625,2024-03-19 17:45:59
1181,1710870404.0,3.853,-0.642,298.5644755859375,2024-03-19 17:46:44
1182,1710870444.0,3.851,-0.642,298.544578125,2024-03-19 17:47:24
1183,1710870485.0,3.849,-0.642,298.5664592285156,2024-03-19 17:48:05
1184,1710870531.0,3.847,-0.642,298.52159838867186,2024-03-19 17:48:51
1185,1710870572.0,3.845,-0.642,298.52465014648436,2024-03-19 17:49:32
1186,1710870617.0,3.843,-0.642,298.46919970703124,2024-03-19 17:50:17
1187,1710870657.0,3.841,-0.642,298.5422587890625,2024-03-19 17:50:57
1188,1710870701.0,3.839,-0.642,298.51622729492186,2024-03-19 17:51:41
1189,1710870742.0,3.837,-0.642,298.475486328125,2024-03-19 17:52:22
1190,1710870786.0,3.835,-0.642,298.4514384765625,2024-03-19 17:53:06
1191,1710870832.0,3.833,-0.642,298.4347453613281,2024-03-19 17:53:52
1192,1710870877.0,3.831,-0.642,298.4503703613281,2024-03-19 17:54:37
1193,1710870922.0,3.829,-0.642,298.47335009765624,2024-03-19 17:55:22
1194,1710870964.0,3.827,-0.642,298.394919921875,2024-03-19 17:56:04
1195,1710871006.0,3.825,-0.642,298.43782763671874,2024-03-19 17:56:46
1196,1710871049.0,3.823,-0.642,298.4648967285156,2024-03-19 17:57:29
1197,1710871089.0,3.821,-0.642,298.3990703125,2024-03-19 17:58:09
1198,1710871131.0,3.819,-0.642,298.4335246582031,2024-03-19 17:58:51
1199,1710871171.0,3.817,-0.642,298.46276049804686,2024-03-19 17:59:31
1200,1710871213.0,3.815,-0.642,298.40425830078124,2024-03-19 18:00:13
1201,1710871252.0,3.813,-0.642,298.5054545898437,2024-03-19 18:00:52
1202,1710871291.0,3.811,-0.642,298.4135966796875,2024-03-19 18:01:31
1203,1710871335.0,3.809,-0.642,298.39369921875,2024-03-19 18:02:15
1204,1710871378.0,3.807,-0.642,298.4511027832031,2024-03-19 18:02:58
1205,1710871419.0,3.805,-0.642,298.4073100585937,2024-03-19 18:03:39
1206,1710871455.0,3.803,-0.642,298.3477397460937,2024-03-19 18:04:15
1207,1710871498.0,3.801,-0.642,298.2903056640625,2024-03-19 18:04:58
1208,1710871537.0,3.799,-0.642,298.2736125488281,2024-03-19 18:05:37
1209,1710871572.0,3.797,-0.642,298.293357421875,2024-03-19 18:06:12
1210,1710871612.0,3.795,-0.642,298.2181926269531,2024-03-19 18:06:52
1211,1710871648.0,3.793,-0.642,298.2307353515625,2024-03-19 18:07:28
1212,1710871690.0,3.791,-0.642,298.1941447753906,2024-03-19 18:08:10
1213,1710871728.0,3.789,-0.642,298.1815715332031,2024-03-19 18:08:48
1214,1710871767.0,3.787,-0.642,298.1304240722656,2024-03-19 18:09:27
1215,1710871809.0,3.785,-0.642,298.13561206054686,2024-03-19 18:10:09
1216,1710871842.0,3.783,-0.642,298.12413745117186,2024-03-19 18:10:42
1217,1710871886.0,3.781,-0.642,298.1074443359375,2024-03-19 18:11:26
1218,1710871923.0,3.779,-0.642,298.11266284179686,2024-03-19 18:12:03
1219,1710871966.0,3.777,-0.642,298.0781779785156,2024-03-19 18:12:46
1220,1710872005.0,3.774,-0.642,298.02181201171874,2024-03-19 18:13:25
1221,1710872043.0,3.772,-0.642,298.06041674804686,2024-03-19 18:14:03
1222,1710872084.0,3.77,-0.642,298.0426555175781,2024-03-19 18:14:44
1223,1710872119.0,3.768,-0.642,298.08968310546874,2024-03-19 18:15:19
1224,1710872161.0,3.766,-0.642,297.90999560546874,2024-03-19 18:16:01
1225,1710872199.0,3.764,-0.642,297.93297534179686,2024-03-19 18:16:39
1226,1710872238.0,3.762,-0.642,297.9392619628906,2024-03-19 18:17:18
1227,1710872277.0,3.76,-0.642,297.9747844238281,2024-03-19 18:17:57
1228,1710872316.0,3.758,-0.642,297.92882495117186,2024-03-19 18:18:36
1229,1710872354.0,3.756,-0.642,297.83690600585936,2024-03-19 18:19:14
1230,1710872393.0,3.754,-0.642,297.8588176269531,2024-03-19 18:19:53
1231,1710872433.0,3.752,-0.642,297.8484111328125,2024-03-19 18:20:33
1232,1710872472.0,3.75,-0.642,297.8191447753906,2024-03-19 18:21:12
1233,1710872507.0,3.748,-0.642,297.82955126953124,2024-03-19 18:21:47
1234,1710872550.0,3.746,-0.642,297.767966796875,2024-03-19 18:22:30
1235,1710872585.0,3.744,-0.642,297.73873095703124,2024-03-19 18:23:05
1236,1710872625.0,3.742,-0.642,297.70531420898436,2024-03-19 18:23:45
1237,1710872662.0,3.74,-0.642,297.72200732421874,2024-03-19 18:24:22
1238,1710872698.0,3.738,-0.642,297.6990275878906,2024-03-19 18:24:58
1239,1710872738.0,3.736,-0.642,297.73351245117186,2024-03-19 18:25:38
1240,1710872775.0,3.734,-0.642,297.7356486816406,2024-03-19 18:26:15
1241,1710872815.0,3.732,-0.642,297.74498706054686,2024-03-19 18:26:55
1242,1710872850.0,3.73,-0.642,297.7168193359375,2024-03-19 18:27:30
1243,1710872887.0,3.728,-0.642,297.6645732421875,2024-03-19 18:28:07
1244,1710872929.0,3.726,-0.642,297.69383959960936,2024-03-19 18:28:49
1245,1710872967.0,3.724,-0.642,297.81197314453124,2024-03-19 18:29:27
1246,1710873005.0,3.721,-0.642,297.65001635742186,2024-03-19 18:30:05
1247,1710873044.0,3.719,-0.642,297.736716796875,2024-03-19 18:30:44
1248,1710873087.0,3.717,-0.642,297.75450854492186,2024-03-19 18:31:27
1249,1710873122.0,3.715,-0.642,297.7085490722656,2024-03-19 18:32:02
1250,1710873159.0,3.713,-0.642,297.63744311523436,2024-03-19 18:32:39
1251,1710873200.0,3.711,-0.642,297.71788745117186,2024-03-19 18:33:20
1252,1710873236.0,3.709,-0.642,297.68968920898436,2024-03-19 18:33:56
1253,1710873273.0,3.707,-0.642,297.7126689453125,2024-03-19 18:34:33
1254,1710873314.0,3.705,-0.642,297.7096171875,2024-03-19 18:35:14
1255,1710873348.0,3.703,-0.642,297.7085490722656,2024-03-19 18:35:48
1256,1710873388.0,3.701,-0.642,297.7043986816406,2024-03-19 18:36:28
1257,1710873423.0,3.699,-0.642,297.72737841796874,2024-03-19 18:37:03
1258,1710873465.0,3.697,-0.642,297.6814189453125,2024-03-19 18:37:45
1259,1710873502.0,3.695,-0.642,297.63545947265624,2024-03-19 18:38:22
1260,1710873537.0,3.693,-0.642,297.7159038085937,2024-03-19 18:38:57
1261,1710873577.0,3.691,-0.642,297.6699443359375,2024-03-19 18:39:37
1262,1710873617.0,3.689,-0.642,297.69506030273436,2024-03-19 18:40:17
1263,1710873659.0,3.687,-0.642,297.70980029296874,2024-03-19 18:40:59
1264,1710873699.0,3.685,-0.642,297.7065654296875,2024-03-19 18:41:39
1265,1710873736.0,3.683,-0.642,297.73278002929686,2024-03-19 18:42:16
1266,1710873776.0,3.681,-0.642,297.767234375,2024-03-19 18:42:56
1267,1710873811.0,3.679,-0.642,297.7139201660156,2024-03-19 18:43:31
1268,1710873852.0,3.676,-0.642,297.7902141113281,2024-03-19 18:44:12
1269,1710873893.0,3.674,-0.642,297.71498828125,2024-03-19 18:44:53
1270,1710873929.0,3.672,-0.642,297.77767138671874,2024-03-19 18:45:29
1271,1710873971.0,3.67,-0.642,297.83617358398436,2024-03-19 18:46:11
1272,1710874008.0,3.668,-0.642,297.75987963867186,2024-03-19 18:46:48
1273,1710874048.0,3.667,-0.642,297.6846538085937,2024-03-19 18:47:28
1274,1710874089.0,3.664,-0.642,297.7735209960937,2024-03-19 18:48:09
1275,1710874132.0,3.662,-0.642,297.7578959960937,2024-03-19 18:48:52
1276,1710874173.0,3.66,-0.642,297.7160869140625,2024-03-19 18:49:33
1277,1710874211.0,3.658,-0.642,297.7600627441406,2024-03-19 18:50:11
1278,1710874256.0,3.656,-0.642,297.8008037109375,2024-03-19 18:50:56
1279,1710874294.0,3.654,-0.642,297.8101420898437,2024-03-19 18:51:34
1280,1710874342.0,3.652,-0.642,297.83834033203124,2024-03-19 18:52:22
1281,1710874384.0,3.65,-0.642,297.8424602050781,2024-03-19 18:53:04
1282,1710874425.0,3.648,-0.642,297.8153605957031,2024-03-19 18:53:45
1283,1710874470.0,3.646,-0.642,297.7390666503906,2024-03-19 18:54:30
1284,1710874511.0,3.644,-0.642,297.8049541015625,2024-03-19 18:55:11
1285,1710874562.0,3.642,-0.642,297.8990092773437,2024-03-19 18:56:02
1286,1710874604.0,3.64,-0.642,297.90206103515624,2024-03-19 18:56:44
1287,1710874653.0,3.638,-0.642,297.8153605957031,2024-03-19 18:57:33
1288,1710874702.0,3.636,-0.642,297.7841105957031,2024-03-19 18:58:22
1289,1710874744.0,3.634,-0.642,297.7966838378906,2024-03-19 18:59:04
1290,1710874794.0,3.632,-0.642,297.7810588378906,2024-03-19 18:59:54
1291,1710874844.0,3.63,-0.642,297.81966357421874,2024-03-19 19:00:44
1292,1710874894.0,3.628,-0.642,297.7851787109375,2024-03-19 19:01:34
1293,1710874945.0,3.626,-0.642,297.7841105957031,2024-03-19 19:02:25
1294,1710874992.0,3.624,-0.642,297.7726359863281,2024-03-19 19:03:12
1295,1710875044.0,3.622,-0.642,297.813376953125,2024-03-19 19:04:04
1296,1710875092.0,3.62,-0.642,297.87514453125,2024-03-19 19:04:52
1297,1710875150.0,3.618,-0.642,297.87926440429686,2024-03-19 19:05:50
1298,1710875199.0,3.616,-0.642,297.8062053222656,2024-03-19 19:06:39
1299,1710875251.0,3.614,-0.642,297.8729777832031,2024-03-19 19:07:31
