,t,U1,I,T1,time
577,1710855562.0,3.808,0.642,298.094138671875,2024-03-19 13:39:22
578,1710855595.0,3.81,0.642,298.21529345703124,2024-03-19 13:39:55
579,1710855626.0,3.812,0.642,298.1923137207031,2024-03-19 13:40:26
580,1710855660.0,3.814,0.642,298.157859375,2024-03-19 13:41:00
581,1710855694.0,3.816,0.642,298.2289348144531,2024-03-19 13:41:34
582,1710855724.0,3.818,0.642,298.1296916503906,2024-03-19 13:42:04
583,1710855762.0,3.82,0.642,298.09630541992186,2024-03-19 13:42:42
584,1710855795.0,3.822,0.642,298.14745288085936,2024-03-19 13:43:15
585,1710855827.0,3.824,0.642,298.151755859375,2024-03-19 13:43:47
586,1710855860.0,3.826,0.642,298.10884814453124,2024-03-19 13:44:20
587,1710855895.0,3.828,0.642,298.0713420410156,2024-03-19 13:44:55
588,1710855929.0,3.83,0.642,298.20918994140624,2024-03-19 13:45:29
589,1710855963.0,3.832,0.642,298.11730151367186,2024-03-19 13:46:03
590,1710856001.0,3.834,0.642,298.10579638671874,2024-03-19 13:46:41
591,1710856036.0,3.836,0.642,298.16323046875,2024-03-19 13:47:16
592,1710856070.0,3.838,0.642,298.14134936523436,2024-03-19 13:47:50
593,1710856105.0,3.84,0.642,298.14546923828124,2024-03-19 13:48:25
594,1710856141.0,3.842,0.642,298.11928515625,2024-03-19 13:49:01
595,1710856178.0,3.844,0.642,298.1277080078125,2024-03-19 13:49:38
596,1710856215.0,3.846,0.642,298.11620288085936,2024-03-19 13:50:15
597,1710856254.0,3.848,0.642,298.16323046875,2024-03-19 13:50:54
598,1710856290.0,3.85,0.642,298.11730151367186,2024-03-19 13:51:30
599,1710856329.0,3.853,0.642,298.099509765625,2024-03-19 13:52:09
600,1710856369.0,3.855,0.642,298.0943217773437,2024-03-19 13:52:49
601,1710856409.0,3.857,0.642,298.11730151367186,2024-03-19 13:53:29
602,1710856448.0,3.859,0.642,298.055564453125,2024-03-19 13:54:08
603,1710856484.0,3.861,0.642,298.1736369628906,2024-03-19 13:54:44
604,1710856526.0,3.863,0.642,298.09215502929686,2024-03-19 13:55:26
605,1710856565.0,3.865,0.642,298.0659709472656,2024-03-19 13:56:05
606,1710856603.0,3.867,0.642,298.094138671875,2024-03-19 13:56:43
607,1710856646.0,3.869,0.642,298.1223369140625,2024-03-19 13:57:26
608,1710856685.0,3.871,0.642,298.08983569335936,2024-03-19 13:58:05
609,1710856726.0,3.873,0.642,298.0490947265625,2024-03-19 13:58:46
610,1710856765.0,3.875,0.642,298.0376201171875,2024-03-19 13:59:25
611,1710856807.0,3.877,0.642,298.0532451171875,2024-03-19 14:00:07
612,1710856848.0,3.879,0.642,298.0198283691406,2024-03-19 14:00:48
613,1710856890.0,3.881,0.642,298.00313525390624,2024-03-19 14:01:30
614,1710856939.0,3.883,0.642,298.0720744628906,2024-03-19 14:02:19
615,1710856978.0,3.885,0.642,297.9529033203125,2024-03-19 14:02:58
616,1710857020.0,3.887,0.642,297.99364428710936,2024-03-19 14:03:40
617,1710857061.0,3.889,0.642,298.02916674804686,2024-03-19 14:04:21
618,1710857103.0,3.891,0.642,297.9747844238281,2024-03-19 14:05:03
619,1710857147.0,3.893,0.642,297.92882495117186,2024-03-19 14:05:47
620,1710857189.0,3.895,0.642,297.92256884765624,2024-03-19 14:06:29
621,1710857235.0,3.897,0.642,297.8828959960937,2024-03-19 14:07:15
622,1710857279.0,3.899,0.642,297.90999560546874,2024-03-19 14:07:59
623,1710857327.0,3.901,0.642,297.86510424804686,2024-03-19 14:08:47
624,1710857370.0,3.903,0.642,297.89742236328124,2024-03-19 14:09:30
625,1710857415.0,3.905,0.642,297.90999560546874,2024-03-19 14:10:15
626,1710857458.0,3.907,0.642,297.9297404785156,2024-03-19 14:10:58
627,1710857504.0,3.909,0.642,297.9004741210937,2024-03-19 14:11:44
628,1710857549.0,3.911,0.642,297.8660197753906,2024-03-19 14:12:29
629,1710857596.0,3.913,0.642,297.85237841796874,2024-03-19 14:13:16
630,1710857640.0,3.916,0.642,297.83873706054686,2024-03-19 14:14:00
631,1710857692.0,3.918,0.642,297.8261943359375,2024-03-19 14:14:52
632,1710857733.0,3.92,0.642,297.79906420898436,2024-03-19 14:15:33
633,1710857783.0,3.922,0.642,297.78023486328124,2024-03-19 14:16:23
634,1710857831.0,3.924,0.642,297.809470703125,2024-03-19 14:17:11
635,1710857878.0,3.926,0.642,297.71019702148436,2024-03-19 14:17:58
636,1710857922.0,3.928,0.642,297.74575,2024-03-19 14:18:42
637,1710857974.0,3.93,0.642,297.77501635742186,2024-03-19 14:19:34
638,1710858022.0,3.932,0.642,297.734275390625,2024-03-19 14:20:22
639,1710858069.0,3.934,0.642,297.6768107910156,2024-03-19 14:21:09
640,1710858122.0,3.936,0.642,297.72277026367186,2024-03-19 14:22:02
641,1710858167.0,3.938,0.642,297.73946337890624,2024-03-19 14:22:47
642,1710858214.0,3.94,0.642,297.71126513671874,2024-03-19 14:23:34
643,1710858264.0,3.942,0.642,297.80321459960936,2024-03-19 14:24:24
644,1710858313.0,3.944,0.642,297.7687297363281,2024-03-19 14:25:13
645,1710858362.0,3.946,0.642,297.7520366210937,2024-03-19 14:26:02
646,1710858407.0,3.949,0.642,297.81468920898436,2024-03-19 14:26:47
647,1710858457.0,3.95,0.642,297.8606486816406,2024-03-19 14:27:37
648,1710858504.0,3.952,0.642,297.8042827148437,2024-03-19 14:28:24
649,1710858553.0,3.954,0.642,297.8628154296875,2024-03-19 14:29:13
650,1710858600.0,3.957,0.642,297.7886577148437,2024-03-19 14:30:00
651,1710858648.0,3.959,0.642,297.81575732421874,2024-03-19 14:30:48
652,1710858699.0,3.961,0.642,297.9223857421875,2024-03-19 14:31:39
653,1710858747.0,3.963,0.642,297.82421069335936,2024-03-19 14:32:27
654,1710858791.0,3.965,0.642,297.87535815429686,2024-03-19 14:33:11
655,1710858838.0,3.967,0.642,297.882712890625,2024-03-19 14:33:58
656,1710858880.0,3.969,0.642,297.950583984375,2024-03-19 14:34:40
657,1710858928.0,3.971,0.642,297.9976115722656,2024-03-19 14:35:28
658,1710858973.0,3.973,0.642,297.92455249023436,2024-03-19 14:36:13
659,1710859018.0,3.975,0.642,297.9182658691406,2024-03-19 14:36:58
660,1710859061.0,3.977,0.642,297.9548869628906,2024-03-19 14:37:41
661,1710859102.0,3.979,0.642,297.9633098144531,2024-03-19 14:38:22
662,1710859150.0,3.981,0.642,297.92992358398436,2024-03-19 14:39:10
663,1710859192.0,3.983,0.642,298.040671875,2024-03-19 14:39:52
664,1710859237.0,3.985,0.642,298.07298999023436,2024-03-19 14:40:37
665,1710859283.0,3.987,0.642,298.0647197265625,2024-03-19 14:41:23
666,1710859322.0,3.989,0.642,298.15248828125,2024-03-19 14:42:02
667,1710859364.0,3.991,0.642,298.0720744628906,2024-03-19 14:42:44
668,1710859403.0,3.993,0.642,298.11803393554686,2024-03-19 14:43:23
669,1710859444.0,3.995,0.642,298.2350383300781,2024-03-19 14:44:04
670,1710859484.0,3.997,0.642,298.1587749023437,2024-03-19 14:44:44
671,1710859525.0,3.999,0.642,298.1899943847656,2024-03-19 14:45:25
672,1710859564.0,4.001,0.642,298.27147631835936,2024-03-19 14:46:04
673,1710859600.0,4.003,0.642,298.1815715332031,2024-03-19 14:46:40
674,1710859640.0,4.005,0.642,298.1971965332031,2024-03-19 14:47:20
675,1710859676.0,4.007,0.642,298.23900561523436,2024-03-19 14:47:56
676,1710859716.0,4.009,0.642,298.25157885742186,2024-03-19 14:48:36
677,1710859751.0,4.011,0.642,298.24849658203124,2024-03-19 14:49:11
678,1710859790.0,4.013,0.642,298.2725444335937,2024-03-19 14:49:50
679,1710859824.0,4.015,0.642,298.20775561523436,2024-03-19 14:50:24
680,1710859860.0,4.017,0.642,298.24437670898436,2024-03-19 14:51:00
681,1710859895.0,4.019,0.642,298.2495952148437,2024-03-19 14:51:35
682,1710859931.0,4.021,0.642,298.28511767578124,2024-03-19 14:52:11
683,1710859970.0,4.023,0.642,298.32064013671874,2024-03-19 14:52:50
684,1710860005.0,4.025,0.642,298.30806689453124,2024-03-19 14:53:25
685,1710860041.0,4.027,0.642,298.3499064941406,2024-03-19 14:54:01
686,1710860077.0,4.029,0.642,298.29659228515624,2024-03-19 14:54:37
687,1710860110.0,4.032,0.642,298.291404296875,2024-03-19 14:55:10
688,1710860152.0,4.034,0.642,298.39061694335936,2024-03-19 14:55:52
689,1710860184.0,4.036,0.642,298.26842456054686,2024-03-19 14:56:24
690,1710860219.0,4.038,0.642,298.37178759765624,2024-03-19 14:56:59
691,1710860254.0,4.04,0.642,298.41771655273436,2024-03-19 14:57:34
692,1710860288.0,4.042,0.642,298.41881518554686,2024-03-19 14:58:08
693,1710860321.0,4.044,0.642,298.34163623046874,2024-03-19 14:58:41
694,1710860354.0,4.046,0.642,298.4335246582031,2024-03-19 14:59:14
695,1710860388.0,4.048,0.642,298.3708720703125,2024-03-19 14:59:48
696,1710860424.0,4.05,0.642,298.37609057617186,2024-03-19 15:00:24
697,1710860462.0,4.052,0.642,298.48680834960936,2024-03-19 15:01:02
698,1710860496.0,4.054,0.642,298.49935107421874,2024-03-19 15:01:36
699,1710860527.0,4.056,0.642,298.3782268066406,2024-03-19 15:02:07
700,1710860562.0,4.058,0.642,298.3678203125,2024-03-19 15:02:42
701,1710860594.0,4.06,0.642,298.4293742675781,2024-03-19 15:03:14
702,1710860630.0,4.062,0.642,298.53597216796874,2024-03-19 15:03:50
703,1710860661.0,4.064,0.642,298.4900432128906,2024-03-19 15:04:21
704,1710860695.0,4.066,0.642,298.47335009765624,2024-03-19 15:04:55
705,1710860732.0,4.068,0.642,298.5244670410156,2024-03-19 15:05:32
706,1710860763.0,4.07,0.642,298.4618449707031,2024-03-19 15:06:03
707,1710860797.0,4.072,0.642,298.491111328125,2024-03-19 15:06:37
708,1710860830.0,4.074,0.642,298.491111328125,2024-03-19 15:07:10
709,1710860863.0,4.076,0.642,298.475486328125,2024-03-19 15:07:43
710,1710860897.0,4.078,0.642,298.5266337890625,2024-03-19 15:08:17
711,1710860931.0,4.08,0.642,298.5495830078125,2024-03-19 15:08:51
712,1710860966.0,4.082,0.642,298.5099406738281,2024-03-19 15:09:26
713,1710860999.0,4.084,0.642,298.5840373535156,2024-03-19 15:09:59
714,1710861034.0,4.086,0.642,298.49217944335936,2024-03-19 15:10:34
715,1710861068.0,4.088,0.642,298.48070483398436,2024-03-19 15:11:08
716,1710861105.0,4.09,0.642,298.5695109863281,2024-03-19 15:11:45
717,1710861139.0,4.092,0.642,298.54653125,2024-03-19 15:12:19
718,1710861180.0,4.094,0.642,298.5298686523437,2024-03-19 15:13:00
719,1710861219.0,4.097,0.642,298.59984545898436,2024-03-19 15:13:39
720,1710861257.0,4.099,0.642,298.5591044921875,2024-03-19 15:14:17
721,1710861300.0,4.101,0.642,298.67284350585936,2024-03-19 15:15:00
722,1710861338.0,4.103,0.642,298.6050334472656,2024-03-19 15:15:38
723,1710861375.0,4.105,0.642,298.64467578125,2024-03-19 15:16:15
724,1710861415.0,4.107,0.642,298.633201171875,2024-03-19 15:16:55
725,1710861455.0,4.109,0.642,298.5976787109375,2024-03-19 15:17:35
726,1710861497.0,4.111,0.642,298.68325,2024-03-19 15:18:17
727,1710861537.0,4.113,0.642,298.6018291015625,2024-03-19 15:18:57
728,1710861581.0,4.115,0.642,298.6561809082031,2024-03-19 15:19:41
729,1710861624.0,4.117,0.642,298.6195598144531,2024-03-19 15:20:24
730,1710861668.0,4.119,0.642,298.6707072753906,2024-03-19 15:21:08
731,1710861714.0,4.121,0.642,298.63411669921874,2024-03-19 15:21:54
732,1710861758.0,4.123,0.642,298.7092814941406,2024-03-19 15:22:38
733,1710861808.0,4.125,0.642,298.648826171875,2024-03-19 15:23:28
734,1710861856.0,4.127,0.642,298.6247783203125,2024-03-19 15:24:16
735,1710861912.0,4.129,0.642,298.6133037109375,2024-03-19 15:25:12
736,1710861964.0,4.131,0.642,298.59554248046874,2024-03-19 15:26:04
737,1710862022.0,4.133,0.642,298.6226115722656,2024-03-19 15:27:02
738,1710862079.0,4.135,0.642,298.59444384765624,2024-03-19 15:27:59
739,1710862144.0,4.137,0.642,298.61742358398436,2024-03-19 15:29:04
740,1710862206.0,4.139,0.642,298.6299663085937,2024-03-19 15:30:06
741,1710862274.0,4.141,0.642,298.70210986328124,2024-03-19 15:31:14
742,1710862345.0,4.143,0.642,298.61543994140624,2024-03-19 15:32:25
743,1710862409.0,4.145,0.642,298.73851733398436,2024-03-19 15:33:29
744,1710862476.0,4.147,0.642,298.69258837890624,2024-03-19 15:34:36
745,1710862548.0,4.149,0.642,298.6518779296875,2024-03-19 15:35:48
746,1710862612.0,4.151,0.642,298.6863017578125,2024-03-19 15:36:52
747,1710862688.0,4.153,0.642,298.6737590332031,2024-03-19 15:38:08
748,1710862748.0,4.155,0.642,298.7603984375,2024-03-19 15:39:08
749,1710862816.0,4.157,0.642,298.69152026367186,2024-03-19 15:40:16
750,1710862878.0,4.159,0.642,298.69152026367186,2024-03-19 15:41:18
751,1710862937.0,4.161,0.642,298.6466594238281,2024-03-19 15:42:17
752,1710862999.0,4.163,0.642,298.7177043457031,2024-03-19 15:43:19
753,1710863053.0,4.165,0.642,298.7417216796875,2024-03-19 15:44:13
754,1710863116.0,4.167,0.642,298.7428203125,2024-03-19 15:45:16
755,1710863169.0,4.169,0.642,298.68541674804686,2024-03-19 15:46:09
756,1710863223.0,4.171,0.642,298.68541674804686,2024-03-19 15:47:03
757,1710863272.0,4.173,0.642,298.6906047363281,2024-03-19 15:47:52
758,1710863315.0,4.175,0.642,298.74694018554686,2024-03-19 15:48:35
759,1710863359.0,4.177,0.642,298.70836596679686,2024-03-19 15:49:19
760,1710863403.0,4.179,0.642,298.62279467773436,2024-03-19 15:50:03
761,1710863446.0,4.181,0.642,298.6895366210937,2024-03-19 15:50:46
762,1710863482.0,4.183,0.642,298.7072978515625,2024-03-19 15:51:22
763,1710863523.0,4.185,0.642,298.67284350585936,2024-03-19 15:52:03
764,1710863560.0,4.187,0.642,298.6362529296875,2024-03-19 15:52:40
765,1710863594.0,4.189,0.642,298.65401416015624,2024-03-19 15:53:14
766,1710863632.0,4.191,0.642,298.63106494140624,2024-03-19 15:53:52
767,1710863664.0,4.193,0.642,298.55586962890624,2024-03-19 15:54:24
768,1710863697.0,4.195,0.642,298.6821818847656,2024-03-19 15:54:57
769,1710863727.0,4.198,0.642,298.6748271484375,2024-03-19 15:55:27
770,1710863757.0,4.2,0.642,298.60591845703124,2024-03-19 15:55:57
771,1710863760.0,4.2,0.642,298.58296923828124,2024-03-19 15:56:00
773,1710863761.0,4.201,0.685,298.60073046875,2024-03-19 15:56:01
774,1710863761.0,4.201,0.684,298.60073046875,2024-03-19 15:56:01
775,1710863761.0,4.201,0.682,298.60073046875,2024-03-19 15:56:01
772,1710863761.0,4.201,0.687,298.60073046875,2024-03-19 15:56:01
776,1710863761.0,4.201,0.679,298.60073046875,2024-03-19 15:56:01
779,1710863762.0,4.201,0.672,298.612205078125,2024-03-19 15:56:02
778,1710863762.0,4.201,0.674,298.612205078125,2024-03-19 15:56:02
777,1710863762.0,4.201,0.677,298.612205078125,2024-03-19 15:56:02
782,1710863763.0,4.201,0.666,298.56627612304686,2024-03-19 15:56:03
780,1710863763.0,4.201,0.67,298.56627612304686,2024-03-19 15:56:03
781,1710863763.0,4.201,0.668,298.56627612304686,2024-03-19 15:56:03
783,1710863763.0,4.201,0.664,298.56627612304686,2024-03-19 15:56:03
785,1710863764.0,4.201,0.66,298.6581340332031,2024-03-19 15:56:04
784,1710863764.0,4.201,0.662,298.6581340332031,2024-03-19 15:56:04
786,1710863764.0,4.201,0.658,298.6581340332031,2024-03-19 15:56:04
787,1710863765.0,4.201,0.656,298.6070170898437,2024-03-19 15:56:05
790,1710863765.0,4.201,0.649,298.6070170898437,2024-03-19 15:56:05
788,1710863765.0,4.201,0.653,298.6070170898437,2024-03-19 15:56:05
789,1710863765.0,4.2,0.651,298.6070170898437,2024-03-19 15:56:05
792,1710863766.0,4.2,0.645,298.64147143554686,2024-03-19 15:56:06
791,1710863766.0,4.2,0.647,298.64147143554686,2024-03-19 15:56:06
793,1710863766.0,4.2,0.643,298.64147143554686,2024-03-19 15:56:06
795,1710863767.0,4.2,0.639,298.65294604492186,2024-03-19 15:56:07
794,1710863767.0,4.2,0.641,298.65294604492186,2024-03-19 15:56:07
796,1710863768.0,4.2,0.637,298.6477275390625,2024-03-19 15:56:08
797,1710863768.0,4.2,0.635,298.6477275390625,2024-03-19 15:56:08
798,1710863769.0,4.2,0.632,298.6362529296875,2024-03-19 15:56:09
799,1710863770.0,4.2,0.63,298.66548876953124,2024-03-19 15:56:10
800,1710863771.0,4.2,0.628,298.64253955078124,2024-03-19 15:56:11
801,1710863774.0,4.2,0.626,298.671775390625,2024-03-19 15:56:14
802,1710863775.0,4.2,0.624,298.62584643554686,2024-03-19 15:56:15
803,1710863777.0,4.2,0.622,298.6321330566406,2024-03-19 15:56:17
804,1710863779.0,4.2,0.62,298.62584643554686,2024-03-19 15:56:19
805,1710863781.0,4.2,0.618,298.6018291015625,2024-03-19 15:56:21
806,1710863782.0,4.2,0.616,298.7051616210937,2024-03-19 15:56:22
807,1710863784.0,4.2,0.614,298.5725627441406,2024-03-19 15:56:24
808,1710863785.0,4.2,0.612,298.54332690429686,2024-03-19 15:56:25
809,1710863788.0,4.2,0.609,298.5725627441406,2024-03-19 15:56:28
810,1710863790.0,4.2,0.607,298.59032397460936,2024-03-19 15:56:30
811,1710863792.0,4.2,0.605,298.6070170898437,2024-03-19 15:56:32
812,1710863793.0,4.2,0.603,298.59554248046874,2024-03-19 15:56:33
813,1710863795.0,4.2,0.601,298.6133037109375,2024-03-19 15:56:35
814,1710863797.0,4.2,0.599,298.5610881347656,2024-03-19 15:56:37
815,1710863799.0,4.2,0.597,298.6696086425781,2024-03-19 15:56:39
816,1710863801.0,4.2,0.595,298.59444384765624,2024-03-19 15:56:41
817,1710863804.0,4.2,0.593,298.60591845703124,2024-03-19 15:56:44
818,1710863806.0,4.2,0.591,298.51927905273436,2024-03-19 15:56:46
819,1710863807.0,4.2,0.589,298.5652080078125,2024-03-19 15:56:47
820,1710863810.0,4.2,0.587,298.6111369628906,2024-03-19 15:56:50
821,1710863812.0,4.2,0.584,298.6455913085937,2024-03-19 15:56:52
822,1710863814.0,4.2,0.582,298.5766826171875,2024-03-19 15:56:54
823,1710863816.0,4.2,0.58,298.5766826171875,2024-03-19 15:56:56
824,1710863818.0,4.2,0.578,298.6111369628906,2024-03-19 15:56:58
825,1710863821.0,4.2,0.576,298.55480151367186,2024-03-19 15:57:01
826,1710863824.0,4.2,0.574,298.550681640625,2024-03-19 15:57:04
827,1710863825.0,4.2,0.572,298.58510546875,2024-03-19 15:57:05
828,1710863827.0,4.2,0.57,298.60286669921874,2024-03-19 15:57:07
829,1710863831.0,4.2,0.568,298.5862041015625,2024-03-19 15:57:11
830,1710863833.0,4.2,0.565,298.6321330566406,2024-03-19 15:57:13
831,1710863835.0,4.2,0.563,298.57469897460936,2024-03-19 15:57:15
832,1710863838.0,4.2,0.561,298.56215625,2024-03-19 15:57:18
833,1710863841.0,4.2,0.559,298.59032397460936,2024-03-19 15:57:21
834,1710863843.0,4.2,0.557,298.57778125,2024-03-19 15:57:23
835,1710863845.0,4.2,0.555,298.5599895019531,2024-03-19 15:57:25
836,1710863848.0,4.2,0.553,298.59554248046874,2024-03-19 15:57:28
837,1710863850.0,4.2,0.551,298.6018291015625,2024-03-19 15:57:30
838,1710863854.0,4.2,0.549,298.63106494140624,2024-03-19 15:57:34
839,1710863856.0,4.2,0.547,298.6936564941406,2024-03-19 15:57:36
840,1710863859.0,4.2,0.544,298.57778125,2024-03-19 15:57:39
841,1710863863.0,4.2,0.542,298.589255859375,2024-03-19 15:57:43
842,1710863867.0,4.2,0.54,298.54332690429686,2024-03-19 15:57:47
843,1710863868.0,4.2,0.538,298.57778125,2024-03-19 15:57:48
844,1710863872.0,4.2,0.536,298.5610881347656,2024-03-19 15:57:52
845,1710863874.0,4.2,0.534,298.56215625,2024-03-19 15:57:54
846,1710863876.0,4.2,0.532,298.61437182617186,2024-03-19 15:57:56
847,1710863879.0,4.2,0.53,298.550681640625,2024-03-19 15:57:59
848,1710863883.0,4.2,0.528,298.573630859375,2024-03-19 15:58:03
849,1710863885.0,4.2,0.525,298.59554248046874,2024-03-19 15:58:05
850,1710863888.0,4.2,0.523,298.6133037109375,2024-03-19 15:58:08
851,1710863891.0,4.2,0.521,298.52770190429686,2024-03-19 15:58:11
852,1710863894.0,4.2,0.519,298.59554248046874,2024-03-19 15:58:14
853,1710863896.0,4.2,0.517,298.59554248046874,2024-03-19 15:58:16
854,1710863899.0,4.2,0.515,298.589255859375,2024-03-19 15:58:19
855,1710863903.0,4.2,0.513,298.55586962890624,2024-03-19 15:58:23
856,1710863906.0,4.2,0.511,298.648826171875,2024-03-19 15:58:26
857,1710863908.0,4.2,0.509,298.5913920898437,2024-03-19 15:58:28
858,1710863913.0,4.2,0.507,298.53917651367186,2024-03-19 15:58:33
859,1710863916.0,4.2,0.505,298.51622729492186,2024-03-19 15:58:36
860,1710863918.0,4.2,0.503,298.58510546875,2024-03-19 15:58:38
861,1710863922.0,4.2,0.501,298.56737475585936,2024-03-19 15:58:42
862,1710863925.0,4.2,0.498,298.5099406738281,2024-03-19 15:58:45
863,1710863928.0,4.2,0.496,298.54332690429686,2024-03-19 15:58:48
864,1710863932.0,4.2,0.494,298.5840373535156,2024-03-19 15:58:52
865,1710863934.0,4.2,0.492,298.56737475585936,2024-03-19 15:58:54
866,1710863938.0,4.2,0.49,298.50475268554686,2024-03-19 15:58:58
867,1710863941.0,4.2,0.488,298.56215625,2024-03-19 15:59:01
868,1710863944.0,4.2,0.486,298.55174975585936,2024-03-19 15:59:04
869,1710863947.0,4.2,0.484,298.54027514648436,2024-03-19 15:59:07
870,1710863951.0,4.2,0.482,298.6561809082031,2024-03-19 15:59:11
871,1710863954.0,4.2,0.48,298.58727221679686,2024-03-19 15:59:14
872,1710863959.0,4.2,0.478,298.5298686523437,2024-03-19 15:59:19
873,1710863961.0,4.2,0.476,298.60396533203124,2024-03-19 15:59:21
874,1710863964.0,4.2,0.474,298.55174975585936,2024-03-19 15:59:24
875,1710863968.0,4.2,0.472,298.5569377441406,2024-03-19 15:59:28
876,1710863971.0,4.2,0.469,298.5580363769531,2024-03-19 15:59:31
877,1710863974.0,4.2,0.467,298.61543994140624,2024-03-19 15:59:34
878,1710863979.0,4.2,0.465,298.57991748046874,2024-03-19 15:59:39
879,1710863980.0,4.2,0.463,298.57991748046874,2024-03-19 15:59:40
880,1710863985.0,4.2,0.461,298.5684428710937,2024-03-19 15:59:45
881,1710863988.0,4.2,0.459,298.50060229492186,2024-03-19 15:59:48
882,1710863992.0,4.2,0.457,298.62691455078124,2024-03-19 15:59:52
883,1710863997.0,4.2,0.455,298.54134326171874,2024-03-19 15:59:57
885,1710864001.0,4.2,0.45,298.54134326171874,2024-03-19 16:00:01
884,1710864001.0,4.2,0.453,298.54134326171874,2024-03-19 16:00:01
886,1710864007.0,4.2,0.448,298.633201171875,2024-03-19 16:00:07
887,1710864010.0,4.2,0.446,298.58727221679686,2024-03-19 16:00:10
888,1710864013.0,4.2,0.444,298.59877734375,2024-03-19 16:00:13
889,1710864017.0,4.2,0.442,298.60396533203124,2024-03-19 16:00:17
890,1710864023.0,4.2,0.44,298.5110087890625,2024-03-19 16:00:23
891,1710864027.0,4.2,0.437,298.550681640625,2024-03-19 16:00:27
892,1710864031.0,4.2,0.435,298.5569377441406,2024-03-19 16:00:31
893,1710864034.0,4.2,0.433,298.4880595703125,2024-03-19 16:00:34
894,1710864038.0,4.2,0.431,298.5569377441406,2024-03-19 16:00:38
895,1710864041.0,4.2,0.429,298.51729541015624,2024-03-19 16:00:41
896,1710864045.0,4.2,0.427,298.535056640625,2024-03-19 16:00:45
897,1710864047.0,4.2,0.425,298.52358203125,2024-03-19 16:00:47
898,1710864052.0,4.2,0.423,298.59249072265624,2024-03-19 16:00:52
899,1710864057.0,4.2,0.421,298.5298686523437,2024-03-19 16:00:57
900,1710864059.0,4.2,0.419,298.535056640625,2024-03-19 16:00:59
901,1710864065.0,4.2,0.416,298.52358203125,2024-03-19 16:01:05
902,1710864067.0,4.2,0.414,298.5809855957031,2024-03-19 16:01:07
903,1710864071.0,4.2,0.412,298.6280131835937,2024-03-19 16:01:11
904,1710864076.0,4.2,0.41,298.52465014648436,2024-03-19 16:01:16
905,1710864079.0,4.2,0.408,298.50170092773436,2024-03-19 16:01:19
906,1710864083.0,4.2,0.406,298.5528178710937,2024-03-19 16:01:23
907,1710864086.0,4.2,0.404,298.49434619140624,2024-03-19 16:01:26
908,1710864091.0,4.2,0.402,298.52770190429686,2024-03-19 16:01:31
909,1710864095.0,4.2,0.4,298.51729541015624,2024-03-19 16:01:35
910,1710864099.0,4.2,0.398,298.4984660644531,2024-03-19 16:01:39
911,1710864102.0,4.2,0.396,298.53292041015624,2024-03-19 16:01:42
912,1710864107.0,4.2,0.394,298.4880595703125,2024-03-19 16:01:47
913,1710864111.0,4.2,0.392,298.5809855957031,2024-03-19 16:01:51
914,1710864115.0,4.2,0.389,298.51317553710936,2024-03-19 16:01:55
915,1710864119.0,4.2,0.387,298.4839396972656,2024-03-19 16:01:59
916,1710864124.0,4.2,0.385,298.5695109863281,2024-03-19 16:02:04
917,1710864128.0,4.2,0.383,298.51839404296874,2024-03-19 16:02:08
918,1710864132.0,4.2,0.381,298.4713664550781,2024-03-19 16:02:12
919,1710864137.0,4.2,0.379,298.46507983398436,2024-03-19 16:02:17
920,1710864141.0,4.2,0.377,298.54027514648436,2024-03-19 16:02:21
921,1710864146.0,4.2,0.375,298.5298686523437,2024-03-19 16:02:26
922,1710864148.0,4.2,0.373,298.47765307617186,2024-03-19 16:02:28
923,1710864154.0,4.2,0.37,298.55174975585936,2024-03-19 16:02:34
924,1710864157.0,4.2,0.368,298.49434619140624,2024-03-19 16:02:37
925,1710864163.0,4.2,0.366,298.49434619140624,2024-03-19 16:02:43
926,1710864168.0,4.2,0.364,298.49434619140624,2024-03-19 16:02:48
927,1710864173.0,4.2,0.362,298.57579760742186,2024-03-19 16:02:53
928,1710864177.0,4.2,0.36,298.53612475585936,2024-03-19 16:02:57
929,1710864180.0,4.2,0.358,298.51317553710936,2024-03-19 16:03:00
930,1710864186.0,4.2,0.356,298.5591044921875,2024-03-19 16:03:06
931,1710864192.0,4.2,0.354,298.4828410644531,2024-03-19 16:03:12
932,1710864195.0,4.2,0.352,298.4880595703125,2024-03-19 16:03:15
933,1710864198.0,4.2,0.35,298.55586962890624,2024-03-19 16:03:18
934,1710864204.0,4.2,0.347,298.44625048828124,2024-03-19 16:03:24
935,1710864209.0,4.2,0.345,298.4284892578125,2024-03-19 16:03:29
936,1710864214.0,4.2,0.343,298.52034716796874,2024-03-19 16:03:34
937,1710864219.0,4.2,0.341,298.46919970703124,2024-03-19 16:03:39
938,1710864223.0,4.2,0.339,298.5088725585937,2024-03-19 16:03:43
939,1710864229.0,4.2,0.337,298.5110087890625,2024-03-19 16:03:49
940,1710864233.0,4.2,0.335,298.48912768554686,2024-03-19 16:03:53
941,1710864235.0,4.2,0.333,298.50060229492186,2024-03-19 16:03:55
942,1710864242.0,4.2,0.331,298.48912768554686,2024-03-19 16:04:02
943,1710864248.0,4.2,0.328,298.535056640625,2024-03-19 16:04:08
944,1710864253.0,4.2,0.326,298.54027514648436,2024-03-19 16:04:13
945,1710864256.0,4.2,0.324,298.4598918457031,2024-03-19 16:04:16
